Brand,Serial,Model,Year,KM,Color,Price
Hyundai,i10,1.2 D-CVVT Elite,2017,36.000,Beyaz,98.950 TL
Opel,Astra,1.6 Enjoy,2008,244.000,Siyah,56.999 TL
Mercedes - Benz,200,200 E,1989,520.000,Bordo,29.600 TL
Ford,Fiesta,1.6 Titanium,2013,94.400,Mavi,76.250 TL
Fiat,Punto,EVO 1.3 Multijet Dynamic,2011,165.000,Beyaz,66.500 TL
Fiat,Linea,1.3 Multijet Pop,2015,426.000,Beyaz,41.750 TL
Hyundai,Elantra,1.6 CRDi Elite,2014,121.000,Beyaz,117.750 TL
Renault,Fluence,1.5 dCi Touch,2014,245.000,Gri,60.000 TL
Volvo,V40,1.6 D Advance,2015,57.800,Beyaz,187.500 TL
BMW,5 Serisi,520i Premium,2014,118.000,Siyah,258.000 TL
Skoda,Octavia,1.6 TDI  Style CR,2016,168.000,Beyaz,133.500 TL
Ford,Focus,1.6 TDCi Trend X,2015,177.000,Beyaz,95.900 TL
Ford,Focus,1.6 TDCi Ghia,2007,223.000,Füme,66.750 TL
Mercedes - Benz,B Serisi,B 180 Style,2020,0,Beyaz,279.750 TL
Volkswagen,Jetta,1.6 TDI Comfortline,2012,225.000,Siyah,96.500 TL
Fiat,Egea,1.3 Multijet Easy,2016,112.000,Beyaz,83.750 TL
Renault,Megane,1.3 TCe Joy,2019,1.200,Gümüş Gri,135.750 TL
Opel,Insignia,1.6 CDTI  Sport,2016,77.000,Füme,159.900 TL
Mercedes - Benz,C Serisi,C 200 d BlueTEC AMG,2017,92.500,Lacivert,317.500 TL
BMW,3 Serisi,320d Techno Plus,2015,114.000,Siyah,239.750 TL
Renault,Symbol,1.5 dCi Joy,2013,173.000,Beyaz,52.500 TL
Volkswagen,Passat,1.6 TDI BlueMotion Highline,2018,10.000,Beyaz,304.900 TL
Renault,Megane,1.5 dCi Privilege,2012,199.000,Füme,85.000 TL
Ford,Focus,1.5 TDCi Titanium,2015,89.100,Beyaz,149.900 TL
Mercedes - Benz,E Serisi,E 200 Komp. Avantgarde,2001,291.000,Bej,114.950 TL
BMW,5 Serisi,525d xDrive  Executive Plus,2016,145.000,Siyah,387.500 TL
Ford,Focus,1.5 TDCi Titanium,2018,32.105,Bej,189.990 TL
Opel,Insignia,1.6 CDTI  Cosmo,2017,72.400,Beyaz,187.900 TL
Mercedes - Benz,C Serisi,C 200 d BlueTEC AMG,2016,52.000,Beyaz,290.950 TL
BMW,3 Serisi,320i ED 40th Year Edition,2015,89.000,Füme,228.000 TL
Mercedes - Benz,CLA,180 d AMG,2016,56.000,Füme,248.500 TL
Skoda,Octavia,1.6 TDI  Elegance CR,2014,135.000,Beyaz,127.500 TL
Renault,Clio,1.5 dCi Touch,2018,55.000,Beyaz,117.400 TL
Volkswagen,Golf,1.6 TDI BlueMotion Comfortline,2013,122.000,Beyaz,133.750 TL
Seat,Leon,1.6 TDI CR Style,2012,223.000,Beyaz,93.750 TL
Mercedes - Benz,C Serisi,C 200 d BlueTEC AMG,2017,54.000,Beyaz,275.000 TL
Renault,Modus,1.6 Dynamique,2006,110.000,Şampanya,68.750 TL
Renault,Fluence,1.5 dCi Icon,2015,70.000,Beyaz,109.500 TL
Toyota,Corolla,1.8 Hybrid Dream,2020,0,Beyaz,199.500 TL
Renault,Fluence,1.5 dCi Touch,2015,102.000,Gri,102.500 TL
BMW,5 Serisi,520i Executive,2016,56.000,Lacivert,324.000 TL
Renault,Symbol,1.4 Expression Plus,2010,160.000,Bej,39.900 TL
Fiat,Albea,Sole 1.4 Fire Active,2011,97.535,Beyaz,46.500 TL
Hyundai,Getz,1.4 DOHC Start,2009,82.000,Kırmızı,55.000 TL
Hyundai,Elantra,1.6 D-CVVT Mode,2011,250.000,Gümüş Gri,62.500 TL
Honda,Civic,1.6 VTEC ES,2005,218.000,Beyaz,59.999 TL
Audi,A4,A4 Sedan 2.0 TDI,2010,297.000,Siyah,115.000 TL
Mercedes - Benz,C Serisi,C 180 AMG 9G-Tronic,2017,39.000,Mavi,312.000 TL
Citroën,C-Elysée,1.6 HDi  Shine,2017,72.000,Beyaz,79.400 TL
Volkswagen,Golf,1.6 TDI Allstar,2016,57.000,Mavi,167.900 TL
Skoda,Superb,1.9 TDI Elegance,2006,311.000,Kahverengi,53.500 TL
Volkswagen,Passat,1.6 TDI BlueMotion Highline,2015,155.000,Siyah,198.500 TL
Hyundai,Getz,1.5 CRDi VGT,2008,255.000,Mavi,42.000 TL
Renault,Clio,1.5 dCi SportTourer Joy,2017,45.000,Beyaz,95.750 TL
Hyundai,i20,1.4 MPI Jump,2018,38.000,Beyaz,108.500 TL
Volkswagen,Passat,1.4 TSI BlueMotion Comfortline,2014,86.000,Siyah,136.750 TL
Hyundai,Getz,1.5 CRDi VGT Start,2010,200.000,Kırmızı,45.000 TL
Volvo,S60,1.6 D Premium,2013,146.000,Beyaz,146.500 TL
BMW,5 Serisi,520i Premium,2014,130.000,Gri,257.000 TL
Mercedes - Benz,C Serisi,C 200 d BlueTEC Comfort,2016,69.467,Siyah,252.000 TL
Mercedes - Benz,C Serisi,C 200 d BlueTEC Comfort,2017,51.000,Beyaz,262.000 TL
Hyundai,i20,1.4 CRDi Team,2011,193.141,Gümüş Gri,53.500 TL
Mercedes - Benz,E Serisi,E 200 Avantgarde,1997,425.000,Lacivert,65.000 TL
Volkswagen,Polo,1.4 Trendline,2004,147.000,Kırmızı,44.750 TL
BMW,3 Serisi,320i ED Sport Line,2015,80.000,Kırmızı,240.000 TL
Mercedes - Benz,C Serisi,C 180 Elegance,1994,430.000,Yeşil,49.000 TL
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,2012,165.000,Beyaz,130.000 TL
BMW,5 Serisi,525d xDrive  Executive,2016,89.775,Beyaz,415.000 TL
BMW,1 Serisi,116d Premium Line,2018,30.000,Beyaz,215.750 TL
Renault,Symbol,1.5 dCi Touch,2017,17.000,Beyaz,99.500 TL
BMW,5 Serisi,520i Premium,2013,77.676,Beyaz,258.000 TL
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,2017,97.000,Siyah,232.500 TL
Toyota,Corolla,1.4 D-4D Advance,2017,56.483,Beyaz,136.900 TL
Renault,Clio,1.3 TCe Icon,2020,1,Turuncu,168.750 TL
Dacia,Sandero,1.5 dCi Stepway,2015,80.000,Gümüş Gri,86.500 TL
Volkswagen,Passat,1.6 TDI BlueMotion Elegance,2020,0,Siyah,355.000 TL
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,2013,126.000,Lacivert,148.500 TL
Volkswagen,Passat,1.6 TDI BlueMotion Highline,2015,86.000,Beyaz,239.900 TL
Hyundai,Getz,1.5 CRDi Comfort Plus,2010,155.000,Füme,42.900 TL
Audi,A4,A4 Sedan 2.0 TDI Dynamic,2016,19.000,Beyaz,304.950 TL
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,2016,320,Gümüş Gri,229.900 TL
BMW,1 Serisi,116i Premium,2007,171.000,Siyah,68.000 TL
Hyundai,Getz,1.5 CRDi VGT Start,2008,168.171,Füme,47.750 TL
Opel,Astra,1.6 Enjoy Plus,2013,40.000,Beyaz,91.750 TL
Hyundai,Accent Blue,1.6 CRDI Mode Plus,2017,75.700,Beyaz,114.900 TL
Volkswagen,Jetta,1.6 Comfortline,2006,252.000,Siyah,62.500 TL
Volkswagen,Jetta,1.6 TDI Highline,2015,112.000,Beyaz,147.500 TL
BMW,2 Serisi,218i Active Tourer Sport Line,2015,25.300,Beyaz,199.750 TL
Porsche,911,Carrera 4S,2018,14.200,Siyah,1.800.000 TL
Renault,Symbol,1.5 dCi Joy,2016,112.000,Beyaz,71.750 TL
Hyundai,i20,1.4 MPI Style,2014,230.000,Beyaz,89.500 TL
Hyundai,Accent Blue,1.4 CVVT Mode Plus,2016,125.000,Kırmızı,89.900 TL
Ford,Focus,1.5 TDCi Titanium,2016,113.000,Beyaz,146.000 TL
Seat,Leon,1.4 EcoTSI FR,2015,73.000,Beyaz,153.000 TL
Fiat,Egea,1.4 Fire Easy,2020,0,Beyaz,95.500 TL
Volkswagen,Polo,1.4 TDI Comfortline,2016,131.000,Beyaz,101.900 TL
Mercedes - Benz,C Serisi,C 180 Classic,1995,295.000,Gri,39.545 TL
Volkswagen,Passat,1.6 TDI BlueMotion Business,2020,0,Siyah,274.900 TL
Hyundai,Accent Era,1.5 CRDi-VGT Team,2011,259.000,Gümüş Gri,42.500 TL
Mercedes - Benz,E Serisi,E 200 Elegance,1997,315.000,Gri,63.545 TL
BMW,4 Serisi,428i xDrive Sport Line,2014,55.000,Beyaz,349.000 TL
Honda,Civic,1.6i VTEC Eco Executive,2019,16.138,Lacivert,182.000 TL
BMW,5 Serisi,520d Standart,2007,215.000,Siyah,114.900 TL
Fiat,Egea,1.4 Fire Mirror,2019,6.000,Lacivert,100.000 TL
Ford,Focus,1.6 Ti-VCT Trend X,2018,25.000,Beyaz,132.000 TL
BMW,5 Serisi,525d xDrive  Comfort,2012,179.000,Beyaz,203.000 TL
Ford,Focus,1.6 TDCi Trend X,2017,92.100,Beyaz,127.750 TL
BMW,5 Serisi,520i Premium,2015,79.500,Siyah,258.000 TL
BMW,3 Serisi,316i Comfort,2011,109.500,Beyaz,126.750 TL
Volkswagen,Golf,1.4 TSI Tour,2008,158.000,Gri,79.750 TL
Fiat,Egea,1.6 Multijet Easy Plus,2018,53.000,Beyaz,119.950 TL
Ford,Focus,1.6 TDCi Ghia,2006,229.000,Mavi,63.750 TL
BMW,5 Serisi,525d xDrive  M Sport,2012,275.000,Füme,268.000 TL
Fiat,Punto,Grande 1.4 T-jet Dynamic,2009,220.000,Siyah,38.750 TL
Peugeot,301,1.6 HDi Active,2016,155.000,Beyaz,66.900 TL
Volkswagen,Passat,2.0 TDI BlueMotion Highline,2016,76.500,Beyaz,265.750 TL
Fiat,Linea,1.3 Multijet Easy,2012,86.000,Beyaz,35.950 TL
Audi,A5,A5 Sportback 2.0 TDI Quattro S Line,2020,0,Siyah,609.000 TL
Hyundai,Accent,1.5 GLS,2000,278.000,Mavi,26.500 TL
BMW,5 Serisi,520i Executive Plus,2016,60.000,Füme,263.000 TL
Kia,Rio,1.4 CRDi Comfort,2017,74.000,Beyaz,94.500 TL
Renault,Megane,1.5 dCi Icon,2018,51.000,Lacivert,179.000 TL
Skoda,Superb,1.5 TSI Elite,2020,0,Gri,236.900 TL
BMW,1 Serisi,116d First Edition M Sport,2019,8.000,Beyaz,316.900 TL
Skoda,Superb,1.6 TDI Premium,2020,0,Beyaz,271.500 TL
Renault,Symbol,1.5 dCi Expression,2005,282.000,Siyah,35.750 TL
Mercedes - Benz,190,190 D 2.5,1986,221.000,Siyah,29.500 TL
Opel,Insignia,2.0 CDTI Edition Elegance Active,2012,112.000,Beyaz,106.250 TL
BMW,1 Serisi,116d Joy Plus,2016,80.000,Kırmızı,187.500 TL
Chevrolet,Cruze,1.6 LS,2010,164.500,Mavi,57.500 TL
Chevrolet,Cruze,1.6 LS,2010,159.000,Siyah,55.500 TL
Citroën,C-Elysée,1.6 HDi  Live,2017,34.330,Beyaz,79.900 TL
Mercedes - Benz,B Serisi,B 180 BlueEfficiency Sport,2013,103.000,Beyaz,153.750 TL
Mercedes - Benz,E Serisi,E 220 d AMG,2018,62.000,Siyah,737.750 TL
Ford,Focus,1.6 TDCi Trend X,2017,75.000,Gümüş Gri,130.000 TL
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,2016,13.520,Beyaz,232.000 TL
Toyota,Corolla,1.6 Terra,2004,238.000,Bordo,50.750 TL
Volkswagen,Golf,1.6 Pacific,2004,191.000,Gri,53.000 TL
Volkswagen,Golf,1.6 TDI BlueMotion Comfortline,2016,43.000,Beyaz,158.000 TL
BMW,3 Serisi,320i ED 40th Year Edition,2016,46.843,Beyaz,302.000 TL
Renault,Fluence,1.5 dCi Icon,2013,98.000,Beyaz,92.000 TL
BMW,5 Serisi,520i Executive,2016,65.700,Lacivert,309.500 TL
Honda,Jazz,1.4 Joy,2010,178.000,Siyah,83.000 TL
Mercedes - Benz,C Serisi,C 250 Fascination,2015,120.000,Gümüş Gri,314.000 TL
Volkswagen,Golf,1.6 Primeline,2006,250.000,Füme,57.900 TL
Mercedes - Benz,A Serisi,A 180 d Style,2019,14.526,Beyaz,249.500 TL
Volkswagen,Passat,1.6 TDI BlueMotion Highline,2016,49.000,Lacivert,260.000 TL
Opel,Astra,1.6 Edition Plus,2016,22.147,Beyaz,109.750 TL
Honda,Civic,1.6i VTEC Eco Executive,2019,12,Siyah,189.750 TL
Volkswagen,Passat,1.6 TDI BlueMotion Highline,2016,118.000,Gri,229.900 TL
Renault,Fluence,1.5 dCi Privilege,2012,135.000,Beyaz,86.000 TL
Honda,Civic,1.6i DTEC Executive,2019,13,Siyah,219.500 TL
Honda,Civic,1.6 VTEC LS,2006,252.000,Gümüş Gri,56.900 TL
Hyundai,Accent,1.5 GLS,1997,223.000,Gümüş Gri,27.900 TL
BMW,5 Serisi,525d xDrive  Premium,2014,180.000,Beyaz,295.000 TL
BMW,5 Serisi,520d M Sport,2011,215.000,Beyaz,194.500 TL
Volkswagen,Golf,1.0 TSI Midline Plus,2018,22.000,Beyaz,139.900 TL
Volkswagen,Scirocco,1.4 TSI Sportline,2013,126.000,Mavi,118.000 TL
Audi,A6,A6 Sedan 2.0 TDI,2012,256.000,Beyaz,201.500 TL
Renault,Symbol,1.5 dCi Touch,2014,129.000,Gümüş Gri,64.750 TL
Dacia,Lodgy,1.5 dCi Laureate,2017,158.000,Beyaz,88.700 TL
Mercedes - Benz,C Serisi,C 180 Komp. BlueEfficiency AMG,2012,137.500,Beyaz,169.500 TL
Hyundai,Accent Blue,1.6 CRDI Mode Plus,2017,69.000,Beyaz,113.950 TL
Renault,Clio,1.5 dCi Joy,2015,137.000,Beyaz,69.500 TL
Peugeot,301,1.6 HDi Active,2017,85.000,Beyaz,77.000 TL
Volkswagen,Passat,1.4 TSI BlueMotion Highline,2013,212.000,Siyah,128.900 TL
Renault,Symbol,1.5 dCi Authentique,2011,197.000,Beyaz,46.000 TL
Volkswagen,Passat,1.6 TDI BlueMotion Trendline,2017,66.000,Beyaz,169.950 TL
Opel,Astra,1.3 CDTI Cosmo,2008,207.000,Gümüş Gri,61.500 TL
Seat,Leon,1.4 EcoTSI FR,2016,35.000,Beyaz,161.900 TL
Volkswagen,Polo,1.4 TSI ACT BlueGT,2015,61.000,Beyaz,123.500 TL
BMW,5 Serisi,525d xDrive  M Sport,2012,259.000,Beyaz,187.900 TL
Skoda,Octavia,1.6 TDI  Elegance CR,2014,115.000,Beyaz,136.000 TL
Dacia,Lodgy,1.5 dCi Laureate,2016,133.327,Beyaz,78.400 TL
Peugeot,206,1.6 XT,2000,240.000,Kırmızı,28.999 TL
Mercedes - Benz,C Serisi,C 180 Komp. BlueEfficiency AMG,2010,141.500,Siyah,149.850 TL
Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,2015,675.127,Bordo,65.000 TL
Hyundai,i30,1.6 CRDi Elite,2013,110.187,Beyaz,109.750 TL
Fiat,Egea,1.3 Multijet Urban,2016,431.161,Kahverengi,69.500 TL
Honda,Civic,1.6i VTEC Elegance,2016,10.000,Beyaz,163.500 TL
Fiat,Linea,1.3 Multijet Urban,2016,386.378,Beyaz,57.500 TL
Chevrolet,Aveo,1.3 D LTZ,2012,119.000,Beyaz,68.750 TL
Volkswagen,Passat,1.6 TDI BlueMotion Trendline,2014,177.000,Beyaz,167.500 TL
Ford,Focus,1.6 Ghia,2000,225.000,Gri,45.750 TL
Porsche,911,Carrera 4S,2019,8.142,Siyah,2.385.000 TL
BMW,3 Serisi,320i ED 40th Year Edition,2015,108.000,Beyaz,267.500 TL
Hyundai,Getz,1.5 CRDi GL Active,2005,245.000,Siyah,38.000 TL
Audi,A5,A5 Sportback 2.0 TDI Quattro,2015,102.600,Siyah,295.750 TL
Audi,A3,A3 Hatchback 1.6,1997,292.000,Gri,39.000 TL
Mercedes - Benz,CLA,200 AMG,2014,113.850,Beyaz,187.900 TL
Renault,Megane,1.5 dCi Touch,2017,83.000,Beyaz,133.500 TL
Volvo,V40,2.0,1997,348.000,Gümüş Gri,33.500 TL
Renault,Megane,1.5 dCi Joy,2016,65.000,Beyaz,132.500 TL
Renault,Symbol,1.5 dCi Joy,2018,65.000,Beyaz,93.500 TL
Renault,Clio,1.5 dCi SportTourer Joy,2016,127.000,Beyaz,83.900 TL
Renault,Megane,1.5 dCi Joy,2016,100.000,Beyaz,128.500 TL
Renault,Clio,1.5 dCi Joy,2014,130.000,Beyaz,72.900 TL
Audi,A6,A6 Sedan 2.0 TDI,2011,284.000,Siyah,132.500 TL
Audi,A1,1.4 TFSI Ambition,2012,110.000,Kırmızı,128.500 TL
Audi,A5,A5 Sportback 2.0 TDI Quattro,2016,109.500,Gri,303.550 TL
Toyota,Yaris,1.33 Fun Special Skypack,2016,40.000,Kahverengi,112.500 TL
BMW,3 Serisi,325Ci,2002,248.000,Kırmızı,95.900 TL
Volkswagen,Polo,1.4 TDI Comfortline,2017,31.000,Mavi,153.950 TL
Volkswagen,Golf,1.6 TDI BlueMotion Comfortline,2017,45.000,Füme,168.750 TL
Ford,Focus,1.6 TDCi Style,2012,195.000,Beyaz,91.000 TL
Ford,Focus,1.6 TDCi Trend X,2017,128.000,Beyaz,122.500 TL
Nissan,Primera,1.6 Tekna,2004,176.000,Bej,29.500 TL
Fiat,Linea,1.3 Multijet Pop,2015,99.000,Beyaz,65.250 TL
Renault,Symbol,1.5 dCi Joy,2014,125.000,Beyaz,67.900 TL
Hyundai,i20,1.2 MPI Elite Smart,2015,63.000,Füme,95.950 TL
Hyundai,i30,1.6 CRDi Elite Plus,2017,80.000,Kırmızı,153.250 TL
Honda,Civic,1.6i VTEC Eco Elegance,2014,59.500,Gümüş Gri,142.750 TL
Opel,Corsa,1.2 Twinport Enjoy 111,2010,129.000,Siyah,63.900 TL
Ford,Focus,1.5 TDCi Titanium,2016,115.000,Beyaz,141.000 TL
Renault,Megane,1.5 dCi Touch,2016,62.500,Beyaz,133.750 TL
Volkswagen,Golf,1.6 TDI BlueMotion Highline,2013,149.000,Beyaz,139.950 TL
Volkswagen,Passat,1.6 TDI BlueMotion Impression,2019,0,Beyaz,246.000 TL
Renault,Fluence,1.5 dCi Icon,2012,218.000,Kahverengi,79.000 TL
Renault,Megane,1.6 RTE,1999,240.000,Beyaz,29.750 TL
Ford,Focus,1.6 Ti-VCT Trend,2008,217.000,Gümüş Gri,66.500 TL
Toyota,Corolla,1.6 Advance,2015,40.000,Beyaz,123.900 TL
Audi,A3,A3 Sedan 1.6 TDI,2015,103.000,Beyaz,165.750 TL
Renault,Clio,1.2 Authentique,2005,114.000,Gri,48.500 TL
Fiat,Linea,1.3 Multijet Urban,2015,141.000,Beyaz,76.900 TL
Peugeot,301,1.6 HDi Active,2017,124.000,Beyaz,85.000 TL
BMW,7 Serisi,740i Long,1998,235.000,Siyah,144.750 TL
Honda,Civic,1.6i VTEC Eco Elegance,2013,83.500,Beyaz,133.900 TL
Citroën,C-Elysée,1.6 HDi  Exclusive,2014,163.000,Beyaz,74.500 TL
Volkswagen,Passat,2.0 TDI BlueMotion Comfortline,2011,184.000,Siyah,116.000 TL
Renault,Megane,1.6 Dynamique,2004,162.000,Kırmızı,61.850 TL
Renault,Clio,1.2 Extreme Edition,2012,83.000,Beyaz,61.850 TL
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,2012,144.000,Beyaz,115.000 TL
Peugeot,508,1.6 e-HDi Active,2011,175.000,Siyah,103.500 TL
Toyota,Corolla,1.4 D-4D Touch,2017,54.000,Beyaz,136.450 TL
Opel,Corsa,1.4 Color Edition,2015,43.000,Kırmızı,80.000 TL
Volvo,S60,1.6 D Advance,2014,108.300,Beyaz,129.500 TL
Chevrolet,Aveo,1.3 D LTZ,2013,93.000,Beyaz,70.250 TL
Renault,Symbol,1.5 dCi Joy,2017,140.000,Beyaz,77.600 TL
Opel,Insignia,1.6 CDTI  Sport,2015,118.000,Beyaz,153.500 TL
Renault,Megane,1.5 dCi Joy,2017,75.000,Beyaz,145.000 TL
Renault,Megane,1.6 Joy,2018,20.129,Gümüş Gri,116.250 TL
Opel,Astra,1.6 CDTI Sport,2016,69.000,Beyaz,142.000 TL
BMW,5 Serisi,520i Premium,2015,130.000,Beyaz,239.500 TL
Renault,Fluence,1.5 dCi Touch,2014,195.000,Siyah,74.900 TL
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,2013,210.000,Siyah,119.000 TL
Skoda,Octavia,1.6 TDI  Optimal,2017,70.000,Füme,149.900 TL
Volkswagen,Polo,1.4 TDI Comfortline,2017,91.000,Beyaz,126.000 TL
Ford,Focus,1.5 TDCi Trend X,2015,166.000,Beyaz,113.000 TL
Seat,Toledo,1.6 TDI Style,2015,43.000,Beyaz,116.750 TL
Ford,Fiesta,1.4 TDCi Sport,2005,275.000,Gümüş Gri,21.000 TL
Toyota,Corolla,1.6 Comfort,2013,51.000,Beyaz,102.500 TL
Honda,Civic,1.6i VTEC Elegance,2011,32.000,Bej,98.750 TL
Volkswagen,Passat,1.6 TDI BlueMotion Highline,2017,149.500,Siyah,240.000 TL
Opel,Corsa,1.3 CDTI  Enjoy,2013,228.000,Lacivert,58.000 TL
Mercedes - Benz,C Serisi,C 180 AMG 9G-Tronic,2017,50.000,Beyaz,379.000 TL
Opel,Astra,1.6 GL,1996,221.000,Bordo,22.750 TL
Opel,Astra,1.6 CDTI Design,2016,105.000,Füme,127.500 TL
Hyundai,i20,1.4 CVVT Jump,2014,94.000,Beyaz,84.900 TL
Opel,Corsa,1.2 Enjoy,2007,164.000,Mavi,61.500 TL
Peugeot,207,1.4 HDi Comfort,2008,229.000,Gümüş Gri,34.950 TL
Renault,Megane,1.6 Expression,2000,256.000,Lacivert,21.950 TL
BMW,5 Serisi,520i Special Edition Luxury,2020,0,Siyah,565.000 TL
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,2015,103.000,Beyaz,213.000 TL
Opel,Corsa,1.4 Swing,1994,248.000,Siyah,20.950 TL
Renault,Symbol,1.5 dCi Joy,2016,88.000,Beyaz,79.500 TL
Volkswagen,Passat,1.6 TDI BlueMotion Highline,2015,110.000,Beyaz,230.000 TL
Renault,Clio,0.9 TCe Joy,2019,0,Beyaz,94.500 TL
Peugeot,307,2.0 XT,2005,261.000,Gümüş Gri,30.750 TL
Fiat,Egea,1.6 Multijet Comfort,2017,61.000,Beyaz,118.000 TL
Toyota,Carina,2.0,1999,208.000,Lacivert,24.900 TL
Volkswagen,Polo,1.6 TDI Comfortline,2013,75.000,Füme,96.000 TL
Fiat,Egea,1.6 Multijet Easy,2018,63.000,Beyaz,130.000 TL
Skoda,Octavia,1.6 TDI  Elegance CR,2015,130.000,Beyaz,139.900 TL
Ford,Focus,1.5 TDCi Trend X,2015,66.000,Beyaz,128.850 TL
Skoda,Octavia,1.6 TDI  Ambiente,2017,78.000,Mavi,142.850 TL
Opel,Astra,1.6 CDTI Design,2017,39.000,Beyaz,129.850 TL
Volkswagen,Golf,1.6 TDI BlueMotion Highline,2015,82.000,Beyaz,154.500 TL
BMW,5 Serisi,528i Standart,1997,330.000,Gümüş Gri,48.500 TL
Audi,A6,A6 Sedan 2.0 TDI Quattro,2017,76.000,Siyah,459.000 TL
Opel,Corsa,1.3 CDTI  Active,2013,67.000,Gri,59.750 TL
BMW,3 Serisi,320i ED Luxury Line,2013,140.000,Lacivert,205.000 TL
Honda,Civic,1.6i VTEC Eco Elegance,2016,61.000,Bordo,168.750 TL
Audi,A6,A6 Sedan 2.0 TDI Quattro,2018,60.000,Siyah,438.000 TL
Mercedes - Benz,C Serisi,C 180 AMG 7G-Tronic,2013,110.000,Beyaz,203.500 TL
Volkswagen,Golf,1.0 TSI Comfortline,2019,11.000,Gri,174.750 TL
BMW,7 Serisi,740i Long,1997,390.000,Siyah,61.000 TL
Tata,Indica,1.4 TDI Trend,2007,200.000,Mavi,19.500 TL
Renault,Megane,1.5 dCi Touch,2017,44.000,Gümüş Gri,151.000 TL
Hyundai,Getz,1.4 DOHC 1.4 AB AC,2007,120.000,Siyah,65.750 TL
Audi,A4,A4 Sedan 2.0 TDI Design,2016,121.500,Beyaz,290.000 TL
Opel,Astra,1.6 Enjoy Twinport,2006,105.000,Gri,61.750 TL
Volkswagen,Golf,1.6 TDI BlueMotion Comfortline,2014,146.000,Lacivert,121.000 TL
Hyundai,Accent Blue,1.6 CRDI Biz,2012,195.000,Beyaz,76.500 TL
Seat,Leon,1.4 TSI Stylance,2008,253.000,Beyaz,53.000 TL
Volkswagen,Polo,1.4 TDI Trendline,2009,88.000,Siyah,66.500 TL
Citroën,C-Elysée,1.6 HDi  Attraction,2016,121.000,Beyaz,72.900 TL
Mercedes - Benz,A Serisi,A 180 CDI BlueEfficiency Style,2017,63.925,Beyaz,214.500 TL
Mercedes - Benz,C Serisi,C 200 d BlueTEC AMG,2016,105.000,Beyaz,282.000 TL
Renault,Clio,1.5 dCi Icon,2017,102.000,Kırmızı,122.500 TL
Mercedes - Benz,C Serisi,C 200 Komp. Elegance,2001,343.000,Lacivert,86.000 TL
Renault,Clio,1.4 RNA,2001,250.000,Mavi,30.900 TL
Opel,Astra,1.6 Enjoy Elegance,2011,59.500,Beyaz,76.750 TL
Mercedes - Benz,C Serisi,C 200 d BlueTEC AMG,2016,20.000,Beyaz,329.000 TL
Toyota,Corolla,1.33 Life,2016,11.300,Beyaz,109.750 TL
Mercedes - Benz,E Serisi,E 220 CDI Classic,2001,229.000,Siyah,92.500 TL
Mercedes - Benz,C Serisi,C 200 d BlueTEC AMG,2016,35.000,Beyaz,317.850 TL
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,2013,62.000,Beyaz,164.750 TL
Ford,Focus,1.6 TDCi Ghia,2007,340.000,Gri,43.850 TL
Opel,Astra,1.7 DTI Classic,2001,265.000,Gri,31.300 TL
Fiat,Egea,1.3 Multijet Easy,2016,118.000,Beyaz,83.500 TL
Honda,Civic,1.6i VTEC Eco Elegance,2019,11.000,Beyaz,175.000 TL
Skoda,Superb,1.4 TSI  Ambition,2009,237.000,Siyah,86.500 TL
BMW,5 Serisi,525d xDrive  M Sport,2012,200.000,Lacivert,288.000 TL
Volkswagen,Passat,2.0 TDI BlueMotion Highline,2012,204.000,Gümüş Gri,150.000 TL
BMW,3 Serisi,320i ED Sport Line,2016,39.000,Gümüş Gri,262.500 TL
Renault,Megane,1.5 dCi Sportway,2005,184.000,Gümüş Gri,52.250 TL
Volkswagen,Polo,1.2 TSI Comfortline,2014,71.000,Beyaz,106.750 TL
Nissan,Note,1.6 Tekna,2007,98.000,Kırmızı,63.000 TL
Dacia,Logan,1.5 dCi MCV Ambiance,2016,125.000,Beyaz,71.000 TL
Hyundai,Accent Era,1.5 CRDi-VGT Select,2008,218.000,Bej,53.500 TL
Mercedes - Benz,E Serisi,E 220 CDI Avantgarde,2008,174.000,Gri,220.000 TL
Volkswagen,Passat,1.6 TDI BlueMotion Highline,2016,130.000,Beyaz,255.750 TL
Honda,Civic,1.6i VTEC Elegance,2009,195.000,Gri,83.500 TL
Skoda,Octavia,1.6 TDI  Optimal,2016,104.000,Beyaz,141.500 TL
Volkswagen,Passat,1.6 TDI BlueMotion Trendline,2017,54.000,Gümüş Gri,164.950 TL
Hyundai,i20,1.4 CRDi Jump,2016,93.000,Beyaz,83.750 TL
Mercedes - Benz,C Serisi,C 180 Komp. BlueEfficiency AMG,2011,170.000,Beyaz,141.750 TL
Volkswagen,Jetta,1.2 TSI BlueMotion Comfortline,2016,52.877,Füme,130.750 TL
Volkswagen,Passat,1.6 TDI BlueMotion Trendline,2015,112.000,Beyaz,143.500 TL
